color_string,hex,starttime,time_stamp,delta_t,delta_t_seconds,r,g,b,clean_name
yellow-red,#d78918,2020-02-18 13:50:29.000000,2020-02-18 13:50:44.931000,0 days 00:00:15.931000000,15.931,215,137,24,yellow red
pink-violet,#d06ef4,2020-02-18 13:50:30.000000,2020-02-18 13:50:46.518662,0 days 00:00:16.518662000,16.518662,208,110,244,pink violet
brown-yellow,#583b04,2020-02-18 13:50:28.000000,2020-02-18 13:50:49.451922,0 days 00:00:21.451922000,21.451922,88,59,4,brown yellow
intense violet,#8200ff,2020-02-18 13:50:00.000000,2020-02-18 13:50:49.878946,0 days 00:00:49.878946000,49.878946,130,0,255,intense violet
dull dark black,#000000,2020-02-18 13:50:40.000000,2020-02-18 13:50:50.455307,0 days 00:00:10.455307000,10.455307,0,0,0,dull dark black
pale blue,#b3d9ea,2020-02-18 13:50:39.000000,2020-02-18 13:50:51.808513,0 days 00:00:12.808513000,12.808513,179,217,234,pale blue
purple red,#be19b7,2020-02-18 13:49:04.000000,2020-02-18 13:50:52.084712,0 days 00:01:48.084712000,108.084712,190,25,183,purple red
intense violet,#8d00ff,2020-02-18 13:50:38.000000,2020-02-18 13:50:52.796247,0 days 00:00:14.796247000,14.796247,141,0,255,intense violet
deep purple,#14023c,2020-02-18 13:50:44.000000,2020-02-18 13:50:53.640849,0 days 00:00:09.640849000,9.640849,20,2,60,deep purple
light orange,#eca356,2020-02-18 13:50:11.000000,2020-02-18 13:50:53.982693,0 days 00:00:42.982693000,42.982693,236,163,86,light orange
blue violet,#492fd9,2020-02-18 13:50:38.000000,2020-02-18 13:50:54.150890,0 days 00:00:16.150890000,16.15089,73,47,217,blue violet
pale brown,#b89787,2020-02-18 13:50:38.000000,2020-02-18 13:50:55.578697,0 days 00:00:17.578697000,17.578697,184,151,135,pale brown
glaucous,#FE2921,2020-02-18 13:50:24.000000,2020-02-18 13:50:55.951550,0 days 00:00:31.951550000,31.95155,254,41,33,glaucous
red purple,#a31b52,2020-02-18 13:50:49.000000,2020-02-18 13:50:59.316753,0 days 00:00:10.316753000,10.316753,163,27,82,red purple
red purple,#df13d0,2020-02-18 13:50:46.000000,2020-02-18 13:50:59.679357,0 days 00:00:13.679357000,13.679357,223,19,208,red purple
dark turquiose,#b658ed,2020-02-18 13:50:10.000000,2020-02-18 13:51:00.743161,0 days 00:00:50.743161000,50.743161,182,88,237,dark turquiose
brown yellow,#f0ba3d,2020-02-18 13:50:27.000000,2020-02-18 13:51:01.650639,0 days 00:00:34.650639000,34.650639,240,186,61,brown yellow
yellow,#e4f70c,2020-02-18 13:50:23.000000,2020-02-18 13:51:04.912562,0 days 00:00:41.912562000,41.912562,228,247,12,yellow
colorless,#ffffff,2020-02-18 13:50:41.000000,2020-02-18 13:51:05.024461,0 days 00:00:24.024461000,24.024461,255,255,255,colorless
dark yellow,#6f4f02,2020-02-18 13:50:53.000000,2020-02-18 13:51:05.100824,0 days 00:00:12.100824000,12.100824,111,79,2,dark yellow
courless,#404040,2020-02-18 13:50:55.000000,2020-02-18 13:51:05.393875,0 days 00:00:10.393875000,10.393875,64,64,64,courless
yellowish,#cbac57,2020-02-18 13:50:59.000000,2020-02-18 13:51:06.355236,0 days 00:00:07.355236000,7.355236,203,172,87,yellowish
bluish violet,#510ae5,2020-02-18 13:50:50.000000,2020-02-18 13:51:07.583527,0 days 00:00:17.583527000,17.583527,81,10,229,bluish violet
grass green,#578b11,2020-02-18 13:50:54.000000,2020-02-18 13:51:08.299582,0 days 00:00:14.299582000,14.299582,87,139,17,grass green
orange,#e4960c,2020-02-18 13:50:53.000000,2020-02-18 13:51:10.349421,0 days 00:00:17.349421000,17.349421,228,150,12,orange
green-blue,#52abc2,2020-02-18 13:50:52.000000,2020-02-18 13:51:11.195886,0 days 00:00:19.195886000,19.195886,82,171,194,green blue
red/purple,#f509eb,2020-02-18 13:50:31.000000,2020-02-18 13:51:11.578081,0 days 00:00:40.578081000,40.578081,245,9,235,red/purple
golden yellow,#cf951f,2020-02-18 13:51:05.000000,2020-02-18 13:51:11.842171,0 days 00:00:06.842171000,6.842171,207,149,31,golden yellow
dark pink,#e70003,2020-02-18 13:50:44.000000,2020-02-18 13:51:13.080037,0 days 00:00:29.080037000,29.080037,231,0,3,dark pink
pale blue,#84C067,2020-02-18 13:51:00.000000,2020-02-18 13:51:13.644945,0 days 00:00:13.644945000,13.644945,132,192,103,pale blue
dark rose,#c92491,2020-02-18 13:50:55.000000,2020-02-18 13:51:15.367388,0 days 00:00:20.367388000,20.367388,201,36,145,dark rose
blue,#0365fd,2020-02-18 13:51:01.000000,2020-02-18 13:51:15.547089,0 days 00:00:14.547089000,14.547089,3,101,253,blue
jonquil,#ED03EA,2020-02-18 13:50:52.000000,2020-02-18 13:51:15.655496,0 days 00:00:23.655496000,23.655496,237,3,234,jonquil
black-brown,#7bc04c,2020-02-18 13:50:34.000000,2020-02-18 13:51:16.651940,0 days 00:00:42.651940000,42.65194,123,192,76,black brown
dark-red,#470000,2020-02-18 13:51:07.000000,2020-02-18 13:51:18.237060,0 days 00:00:11.237060000,11.23706,71,0,0,dark red
pink-violet,#b332c0,2020-02-18 13:51:04.000000,2020-02-18 13:51:19.404171,0 days 00:00:15.404171000,15.404171,179,50,192,pink violet
yellowish yellow,#f9e202,2020-02-18 13:50:59.000000,2020-02-18 13:51:20.850568,0 days 00:00:21.850568000,21.850568,249,226,2,yellowish yellow
dark purplish-red,#7d0035,2020-02-18 13:50:20.000000,2020-02-18 13:51:20.976967,0 days 00:01:00.976967000,60.976967,125,0,53,dark purplish red
deep red,#ed1a0b,2020-02-18 13:51:10.000000,2020-02-18 13:51:21.126452,0 days 00:00:11.126452000,11.126452,237,26,11,deep red
black purple,#3d1f70,2020-02-18 13:50:20.000000,2020-02-18 13:51:21.608725,0 days 00:01:01.608725000,61.608725,61,31,112,black purple
greenish-blue,#0a5b53,2020-02-18 13:51:05.000000,2020-02-18 13:51:22.198125,0 days 00:00:17.198125000,17.198125,10,91,83,greenish blue
dark-violet,#6d0ea9,2020-02-18 13:51:13.000000,2020-02-18 13:51:25.692724,0 days 00:00:12.692724000,12.692724,109,14,169,dark violet
slightly pink,#f4c9de,2020-02-18 13:50:50.000000,2020-02-18 13:51:30.712591,0 days 00:00:40.712591000,40.712591,244,201,222,slightly pink
purple-red,#bd0a5c,2020-02-18 13:51:19.000000,2020-02-18 13:51:32.228864,0 days 00:00:13.228864000,13.228864,189,10,92,purple red
red brown,#a1110f,2020-02-18 13:51:15.000000,2020-02-18 13:51:33.072732,0 days 00:00:18.072732000,18.072732,161,17,15,red brown
aubergine,#16163e,2020-02-18 13:49:45.000000,2020-02-18 13:51:35.001184,0 days 00:01:50.001184000,110.001184,22,22,62,aubergine
green-blue,#0cced2,2020-02-18 13:51:18.000000,2020-02-18 13:51:35.209253,0 days 00:00:17.209253000,17.209253,12,206,210,green blue
light orange,#ecab56,2020-02-18 13:51:22.000000,2020-02-18 13:51:39.669298,0 days 00:00:17.669298000,17.669298,236,171,86,light orange
deep brown,#f0a363,2020-02-18 13:51:06.000000,2020-02-18 13:51:39.856145,0 days 00:00:33.856145000,33.856145,240,163,99,deep brown
light yellow,#ab6a82,2020-02-18 13:51:16.000000,2020-02-18 13:51:41.921448,0 days 00:00:25.921448000,25.921448,171,106,130,light yellow
dark-red,#670b0f,2020-02-18 13:51:30.000000,2020-02-18 13:51:45.534778,0 days 00:00:15.534778000,15.534778,103,11,15,dark red
purple black,#39001e,2020-02-18 13:51:29.000000,2020-02-18 13:51:46.523494,0 days 00:00:17.523494000,17.523494,57,0,30,purple black
pink/purple,#c831b2,2020-02-18 13:51:21.000000,2020-02-18 13:51:47.030947,0 days 00:00:26.030947000,26.030947,200,49,178,pink/purple
pink/purple,#e90af7,2020-02-18 13:51:39.000000,2020-02-18 13:51:49.266032,0 days 00:00:10.266032000,10.266032,233,10,247,pink/purple
pink-violet,#F59385,2020-02-18 13:51:35.000000,2020-02-18 13:51:49.799611,0 days 00:00:14.799611000,14.799611,245,147,133,pink violet
amber,#cf8823,2020-02-18 13:51:25.000000,2020-02-18 13:51:50.172064,0 days 00:00:25.172064000,25.172064,207,136,35,amber
flavescens,#d3d677,2020-02-18 13:51:05.000000,2020-02-18 13:51:51.297146,0 days 00:00:46.297146000,46.297146,211,214,119,flavescens
dark purplish-red,#ae233c,2020-02-18 13:51:33.000000,2020-02-18 13:51:54.791009,0 days 00:00:21.791009000,21.791009,174,35,60,dark purplish red
light brown,#d1ac80,2020-02-18 13:50:49.000000,2020-02-18 13:51:55.835016,0 days 00:01:06.835016000,66.835016,209,172,128,light brown
black purple,#610149,2020-02-18 13:51:28.000000,2020-02-18 13:51:56.155201,0 days 00:00:28.155201000,28.155201,97,1,73,black purple
light-purple,#9b44c2,2020-02-18 13:51:49.000000,2020-02-18 13:51:58.328876,0 days 00:00:09.328876000,9.328876,155,68,194,light purple
grass green,#58a95d,2020-02-18 13:51:51.000000,2020-02-18 13:52:00.537511,0 days 00:00:09.537511000,9.537511,88,169,93,grass green
orange,#ff7c00,2020-02-18 13:51:46.000000,2020-02-18 13:52:00.776297,0 days 00:00:14.776297000,14.776297,255,124,0,orange
green-brown,#4b5727,2020-02-18 13:51:49.000000,2020-02-18 13:52:01.549563,0 days 00:00:12.549563000,12.549563,75,87,39,green brown
dark blue,#150f4d,2020-02-18 13:51:52.000000,2020-02-18 13:52:06.398374,0 days 00:00:14.398374000,14.398374,21,15,77,dark blue
ruby red,#7d0304,2020-02-18 13:51:45.000000,2020-02-18 13:52:06.763963,0 days 00:00:21.763963000,21.763963,125,3,4,ruby red
white,#577085,2020-02-18 13:51:22.000000,2020-02-18 13:52:07.559802,0 days 00:00:45.559802000,45.559802,87,112,133,white
peach,#e7ac76,2020-02-18 13:51:00.000000,2020-02-18 13:52:08.231035,0 days 00:01:08.231035000,68.231035,231,172,118,peach
black red,#732222,2020-02-18 13:51:58.000000,2020-02-18 13:52:08.894397,0 days 00:00:10.894397000,10.894397,115,34,34,black red
yellow-green,#bedc1e,2020-02-18 13:51:50.000000,2020-02-18 13:52:12.199851,0 days 00:00:22.199851000,22.199851,190,220,30,yellow green
brown-red,#a54530,2020-02-18 13:51:39.000000,2020-02-18 13:52:13.798839,0 days 00:00:34.798839000,34.798839,165,69,48,brown red
blue green,#06bca3,2020-02-18 13:52:06.000000,2020-02-18 13:52:15.059652,0 days 00:00:09.059652000,9.059652,6,188,163,blue green
jasmine,#84679c,2020-02-18 13:52:06.000000,2020-02-18 13:52:16.991244,0 days 00:00:10.991244000,10.991244,132,103,156,jasmine
light-purple,#ef6bf9,2020-02-18 13:52:01.000000,2020-02-18 13:52:17.075779,0 days 00:00:16.075779000,16.075779,239,107,249,light purple
dark green,#385733,2020-02-18 13:52:07.000000,2020-02-18 13:52:20.248190,0 days 00:00:13.248190000,13.24819,56,87,51,dark green
deep blue,#0b11e2,2020-02-18 13:52:15.000000,2020-02-18 13:52:21.221131,0 days 00:00:06.221131000,6.221131,11,17,226,deep blue
jasmine,#c1a0e1,2020-02-18 13:51:58.000000,2020-02-18 13:52:21.657062,0 days 00:00:23.657062000,23.657062,193,160,225,jasmine
brown yellow,#b7610b,2020-02-18 13:52:00.000000,2020-02-18 13:52:24.725055,0 days 00:00:24.725055000,24.725055,183,97,11,brown yellow
pale red,#ef776a,2020-02-18 13:52:17.000000,2020-02-18 13:52:25.759020,0 days 00:00:08.759020000,8.75902,239,119,106,pale red
grass green,#0b7d26,2020-02-18 13:51:41.000000,2020-02-18 13:52:27.842568,0 days 00:00:46.842568000,46.842568,11,125,38,grass green
red,#fa2303,2020-02-18 13:52:16.000000,2020-02-18 13:52:28.435506,0 days 00:00:12.435506000,12.435506,250,35,3,red
red/purple,#7a2548,2020-02-18 13:51:56.000000,2020-02-18 13:52:29.361384,0 days 00:00:33.361384000,33.361384,122,37,72,red/purple
yellowish,#f8eb07,2020-02-18 13:51:15.000000,2020-02-18 13:52:29.624144,0 days 00:01:14.624144000,74.624144,248,235,7,yellowish
light,#f9f7e5,2020-02-18 13:52:20.000000,2020-02-18 13:52:30.539689,0 days 00:00:10.539689000,10.539689,249,247,229,light
jasmine,#c9d5c4,2020-02-18 13:49:10.000000,2020-02-18 13:52:32.875019,0 days 00:03:22.875019000,202.875019,201,213,196,jasmine
green-yellow,#d7dc5e,2020-02-18 13:52:25.000000,2020-02-18 13:52:34.652015,0 days 00:00:09.652015000,9.652015,215,220,94,green yellow
pale straw,#e3df7c,2020-02-18 13:51:35.000000,2020-02-18 13:52:35.609722,0 days 00:01:00.609722000,60.609722,227,223,124,pale straw
black purple,#6a3d42,2020-02-18 13:52:28.000000,2020-02-18 13:52:38.621488,0 days 00:00:10.621488000,10.621488,106,61,66,black purple
light purple,#c697f3,2020-02-18 13:52:34.000000,2020-02-18 13:52:39.883292,0 days 00:00:05.883292000,5.883292,198,151,243,light purple
pale purple,#edbdfa,2020-02-18 13:52:29.000000,2020-02-18 13:52:40.304127,0 days 00:00:11.304127000,11.304127,237,189,250,pale purple
intense violet,#f5c8fe,2020-02-18 13:52:08.000000,2020-02-18 13:52:41.512118,0 days 00:00:33.512118000,33.512118,245,200,254,intense violet
deep green,#27ae15,2020-02-18 13:52:13.000000,2020-02-18 13:52:42.828859,0 days 00:00:29.828859000,29.828859,39,174,21,deep green
pale violet,#dda9ea,2020-02-18 13:52:27.000000,2020-02-18 13:52:45.797177,0 days 00:00:18.797177000,18.797177,221,169,234,pale violet
dark rose,#73003a,2020-02-18 13:52:24.000000,2020-02-18 13:52:47.631491,0 days 00:00:23.631491000,23.631491,115,0,58,dark rose
green/brown,#687822,2020-02-18 13:52:30.000000,2020-02-18 13:52:47.884755,0 days 00:00:17.884755000,17.884755,104,120,34,green/brown
light-brown,#f09f7c,2020-02-18 13:51:49.000000,2020-02-18 13:52:48.174875,0 days 00:00:59.174875000,59.174875,240,159,124,light brown
pale red,#c36158,2020-02-18 13:52:32.000000,2020-02-18 13:52:50.936528,0 days 00:00:18.936528000,18.936528,195,97,88,pale red
dark blue,#060a63,2020-02-18 13:52:45.000000,2020-02-18 13:52:55.065103,0 days 00:00:10.065103000,10.065103,6,10,99,dark blue
deep brown,#3d2935,2020-02-18 13:52:21.000000,2020-02-18 13:52:55.501213,0 days 00:00:34.501213000,34.501213,61,41,53,deep brown
dark violet,#661fb4,2020-02-18 13:52:38.000000,2020-02-18 13:52:55.600075,0 days 00:00:17.600075000,17.600075,102,31,180,dark violet
green-black,#1c341c,2020-02-18 13:52:40.000000,2020-02-18 13:52:57.865985,0 days 00:00:17.865985000,17.865985,28,52,28,green black
brown orange,#d09f24,2020-02-18 13:52:35.000000,2020-02-18 13:52:58.800116,0 days 00:00:23.800116000,23.800116,208,159,36,brown orange
green-blue,#d0fae4,2020-02-18 13:52:23.000000,2020-02-18 13:53:00.460934,0 days 00:00:37.460934000,37.460934,208,250,228,green blue
dark red,#6f0c01,2020-02-18 13:52:47.000000,2020-02-18 13:53:02.267914,0 days 00:00:15.267914000,15.267914,111,12,1,dark red
light violet,#920ccc,2020-02-18 13:52:42.000000,2020-02-18 13:53:02.450400,0 days 00:00:20.450400000,20.4504,146,12,204,light violet
courless,#cb6877,2020-02-18 13:52:16.000000,2020-02-18 13:53:07.205029,0 days 00:00:51.205029000,51.205029,203,104,119,courless
bright yellow,#f2ff0c,2020-02-18 13:53:02.000000,2020-02-18 13:53:07.457790,0 days 00:00:05.457790000,5.45779,242,255,12,bright yellow
light violet,#a1a4e2,2020-02-18 13:52:00.000000,2020-02-18 13:53:07.605747,0 days 00:01:07.605747000,67.605747,161,164,226,light violet
orange yellow,#ebad20,2020-02-18 13:52:48.000000,2020-02-18 13:53:07.645886,0 days 00:00:19.645886000,19.645886,235,173,32,orange yellow
light colorless,#dcdcd8,2020-02-18 13:52:10.000000,2020-02-18 13:53:11.455530,0 days 00:01:01.455530000,61.45553,220,220,216,light colorless
dark-red,#880001,2020-02-18 13:52:47.000000,2020-02-18 13:53:13.053449,0 days 00:00:26.053449000,26.053449,136,0,1,dark red
green-blue,#2cdaaf,2020-02-18 13:52:55.000000,2020-02-18 13:53:13.519922,0 days 00:00:18.519922000,18.519922,44,218,175,green blue
yellow-green,#defa3e,2020-02-18 13:52:38.000000,2020-02-18 13:53:13.918614,0 days 00:00:35.918614000,35.918614,222,250,62,yellow green
dark green,#085519,2020-02-18 13:53:07.000000,2020-02-18 13:53:14.841199,0 days 00:00:07.841199000,7.841199,8,85,25,dark green
yellowish green,#92c90b,2020-02-18 13:52:41.000000,2020-02-18 13:53:16.332088,0 days 00:00:35.332088000,35.332088,146,201,11,yellowish green
red brown,#c26c5a,2020-02-18 13:53:07.000000,2020-02-18 13:53:20.766969,0 days 00:00:13.766969000,13.766969,194,108,90,red brown
greenish cyan,#51e0b3,2020-02-18 13:52:29.000000,2020-02-18 13:53:21.311543,0 days 00:00:52.311543000,52.311543,81,224,179,greenish cyan
green blue,#29bf8a,2020-02-18 13:53:13.000000,2020-02-18 13:53:23.238897,0 days 00:00:10.238897000,10.238897,41,191,138,green blue
ruby red,#960001,2020-02-18 13:53:07.000000,2020-02-18 13:53:28.388164,0 days 00:00:21.388164000,21.388164,150,0,1,ruby red
black,#000000,2020-02-18 13:53:23.000000,2020-02-18 13:53:29.013053,0 days 00:00:06.013053000,6.013053,0,0,0,black
orange yellow,#ccb024,2020-02-18 13:53:00.000000,2020-02-18 13:53:31.212715,0 days 00:00:31.212715000,31.212715,204,176,36,orange yellow
aubergine,#2a1862,2020-02-18 13:53:19.000000,2020-02-18 13:53:36.837911,0 days 00:00:17.837911000,17.837911,42,24,98,aubergine
azure,#3aa7d7,2020-02-18 13:53:01.000000,2020-02-18 13:53:36.863169,0 days 00:00:35.863169000,35.863169,58,167,215,azure
deep yellow,#d1c618,2020-02-18 13:52:55.000000,2020-02-18 13:53:38.323463,0 days 00:00:43.323463000,43.323463,209,198,24,deep yellow
green/brown,#455542,2020-02-18 13:53:14.000000,2020-02-18 13:53:38.617039,0 days 00:00:24.617039000,24.617039,69,85,66,green/brown
light colorless,#dee2db,2020-02-18 13:53:13.000000,2020-02-18 13:53:38.900362,0 days 00:00:25.900362000,25.900362,222,226,219,light colorless
grey,#afafaf,2020-02-18 13:53:22.000000,2020-02-18 13:53:39.375009,0 days 00:00:17.375009000,17.375009,175,175,175,grey
pink-red,#d40e65,2020-02-18 13:53:21.000000,2020-02-18 13:53:44.476421,0 days 00:00:23.476421000,23.476421,212,14,101,pink red
pale blue,#84d3d7,2020-02-18 13:53:36.000000,2020-02-18 13:53:46.350029,0 days 00:00:10.350029000,10.350029,132,211,215,pale blue
rose,#ef33e4,2020-02-18 13:53:38.000000,2020-02-18 13:53:46.999326,0 days 00:00:08.999326000,8.999326,239,51,228,rose
red purple,#ec70a3,2020-02-18 13:53:31.000000,2020-02-18 13:53:48.291777,0 days 00:00:17.291777000,17.291777,236,112,163,red purple
turquoise blue,#1beffa,2020-02-18 13:53:38.000000,2020-02-18 13:53:48.481257,0 days 00:00:10.481257000,10.481257,27,239,250,turquoise blue
orange,#f77304,2020-02-18 13:53:36.000000,2020-02-18 13:53:48.706395,0 days 00:00:12.706395000,12.706395,247,115,4,orange
light violet,#b592ca,2020-02-18 13:53:29.000000,2020-02-18 13:53:48.892496,0 days 00:00:19.892496000,19.892496,181,146,202,light violet
pale violet,#a683c9,2020-02-18 13:53:23.000000,2020-02-18 13:53:49.663339,0 days 00:00:26.663339000,26.663339,166,131,201,pale violet
green-black,#004b00,2020-02-18 13:53:11.000000,2020-02-18 13:53:50.396348,0 days 00:00:39.396348000,39.396348,0,75,0,green black
aubergine,#4b1262,2020-02-18 13:53:14.000000,2020-02-18 13:53:55.350294,0 days 00:00:41.350294000,41.350294,75,18,98,aubergine
beige,#dccbba,2020-02-18 13:53:47.000000,2020-02-18 13:53:57.425803,0 days 00:00:10.425803000,10.425803,220,203,186,beige
courless,#880b0b,2020-02-18 13:53:02.000000,2020-02-18 13:54:01.404775,0 days 00:00:59.404775000,59.404775,136,11,11,courless
blackish purple,#987cab,2020-02-18 13:53:16.000000,2020-02-18 13:54:01.773760,0 days 00:00:45.773760000,45.77376,152,124,171,blackish purple
scarlet,#ca3016,2020-02-18 13:52:58.000000,2020-02-18 13:54:02.605205,0 days 00:01:04.605205000,64.605205,202,48,22,scarlet
reddish,#e3501b,2020-02-18 13:53:48.000000,2020-02-18 13:54:02.706121,0 days 00:00:14.706121000,14.706121,227,80,27,reddish
courless,#f9f6f8,2020-02-18 13:53:50.000000,2020-02-18 13:54:10.231976,0 days 00:00:20.231976000,20.231976,249,246,248,courless
green-black,#057404,2020-02-18 13:53:48.000000,2020-02-18 13:54:10.679409,0 days 00:00:22.679409000,22.679409,5,116,4,green black
dark orange,#a14b0e,2020-02-18 13:53:39.000000,2020-02-18 13:54:11.319033,0 days 00:00:32.319033000,32.319033,161,75,14,dark orange
grey,#b8b6b3,2020-02-18 13:54:02.000000,2020-02-18 13:54:12.384262,0 days 00:00:10.384262000,10.384262,184,182,179,grey
pale blue,#6c67b3,2020-02-18 13:53:54.000000,2020-02-18 13:54:12.425231,0 days 00:00:18.425231000,18.425231,108,103,179,pale blue
brown orange,#e28815,2020-02-18 13:53:46.000000,2020-02-18 13:54:14.135205,0 days 00:00:28.135205000,28.135205,226,136,21,brown orange
yellow-red,#bf8904,2020-02-18 13:53:48.000000,2020-02-18 13:54:15.596799,0 days 00:00:27.596799000,27.596799,191,137,4,yellow red
glaucous,#f7fae6,2020-02-18 13:52:57.000000,2020-02-18 13:54:20.280708,0 days 00:01:23.280708000,83.280708,247,250,230,glaucous
dark-blue,#1c01b6,2020-02-18 13:54:10.000000,2020-02-18 13:54:22.020843,0 days 00:00:12.020843000,12.020843,28,1,182,dark blue
green-black,#0c481e,2020-02-18 13:53:49.000000,2020-02-18 13:54:22.937860,0 days 00:00:33.937860000,33.93786,12,72,30,green black
golden yellow,#b6d014,2020-02-18 13:53:28.000000,2020-02-18 13:54:24.652736,0 days 00:00:56.652736000,56.652736,182,208,20,golden yellow
violet-red,#cc185a,2020-02-18 13:54:11.000000,2020-02-18 13:54:28.823086,0 days 00:00:17.823086000,17.823086,204,24,90,violet red
